,Player,Player_url,Duration_2018,Type_2018,Season,Duration_2019,Type_2019,Duration_2020,Type_2020,Duration_2021,Type_2021,Duration_2022,Type_2022,Duration_2023,Type_2023
71,Danny Rose,https://www.transfermarkt.com/danny-rose/profil/spieler/50174,586.0,"Knee Problems , Medial Collateral Ligament Knee Injury , Knee Problems , Medial Collateral Ligament Knee Injury ,",2018,98.0,"Groin Strain , Knee Problems ,",,,,,,,,
72,Ben Davies,https://www.transfermarkt.com/ben-davies/profil/spieler/192765,14.0,"Ill ,",2018,32.0,"Knee Injury ,",184.0,"Knee Injury , Thigh Muscle Strain , Ill , Shinbone injury ,",140.0,"Shinbone injury , Shinbone injury ,",20.0,"Thigh Muscle Strain , Ill , Thigh Muscle Strain , Ill ,",36.0,"Knee Injury , Knee Injury ,"
73,Kieran Trippier,https://www.transfermarkt.com/kieran-trippier/profil/spieler/95810,14.0,"Ankle Injury ,",2018,87.0,"Metatarsal Fracture , Shoulder Injury , Groin Strain , Strain in the thigh and gluteal muscles ,",70.0,"Metatarsal Fracture , Shoulder Injury ,",,,218.0,"Metatarsal Fracture , Shoulder Injury , Metatarsal Fracture , Shoulder Injury ,",,
74,Kyle Walker-Peters,https://www.transfermarkt.com/kyle-walker-peters/profil/spieler/341051,31.0,"Hamstring Injury ,",2018,,,34.0,"Hamstring Injury , Hamstring Injury ,",17.0,"Thigh Muscle Strain ,",7.0,"Corona virus ,",,
75,Harry Winks,https://www.transfermarkt.com/harry-winks/profil/spieler/249126,190.0,"Ankle Injury , Ankle Injury , Ill , Ankle Injury ,",2018,81.0,"Ankle Injury , Knock ,",8.0,"Ankle Injury ,",12.0,"Knock , Knock ,",,,,
76,Victor Wanyama,https://www.transfermarkt.com/victor-wanyama/profil/spieler/77760,133.0,"Cartilage Damage ,",2018,116.0,"Knee Injury , Strain , Knee Injury , Knee Injury , Hamstring Injury ,",,,,,,,,
77,Mousa Dembélé,https://www.transfermarkt.com/mousa-dembele/profil/spieler/19368,66.0,"Bruised Ankle , Bruised Ankle ,",2018,,,,,,,,,,
78,Dele Alli,https://www.transfermarkt.com/dele-alli/profil/spieler/207929,13.0,"Hamstring Injury ,",2018,104.0,"Muscle partial avulsion , Thigh Muscle Strain , tendon irritation , Muscle Injury , Hamstring Injury , Fractured Hand ,",49.0,"Muscle partial avulsion , Thigh Muscle Strain ,",36.0,"tendon irritation , tendon irritation ,",,,406.0,"Muscle partial avulsion , Thigh Muscle Strain , Muscle partial avulsion , Thigh Muscle Strain ,"
79,Heung-min Son,https://www.transfermarkt.com/heung-min-son/profil/spieler/91845,60.0,"Hand fracture ,",2018,8.0,"Groin Surgery , Facial Fracture ,",146.0,"Groin Surgery , Facial Fracture ,",56.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",84.0,"Hamstring Injury , Calf Strain , Hamstring Injury , Calf Strain ,",76.0,"Groin Surgery , Facial Fracture , Groin Surgery , Facial Fracture ,"
80,Georges-Kevin N'Koudou,https://www.transfermarkt.com/georges-kevin-nkoudou/profil/spieler/215679,46.0,"Foot Injury ,",2018,78.0,"Fever ,",,,,,,,,
81,Lucas Moura,https://www.transfermarkt.com/lucas-moura/profil/spieler/77100,17.0,"Ankle Injury ,",2018,32.0,"Calf Injury , Dead Leg ,",14.0,"Calf Injury , Dead Leg ,",,,14.0,"Dead Leg , Ankle Injury ,",,
82,Harry Kane,https://www.transfermarkt.com/harry-kane/profil/spieler/132098,35.0,"Ankle Injury , Knee Injury , Hamstring Injury ,",2018,93.0,"Ankle Injury , Ankle Injury , Unknown Injury ,",93.0,"Ankle Injury , Ankle Injury , Unknown Injury ,",36.0,"Ankle Injury , Ankle Injury , Unknown Injury , Ankle Injury , Ankle Injury , Unknown Injury ,",,,,
83,Vincent Janssen,https://www.transfermarkt.com/vincent-janssen/profil/spieler/207015,132.0,"Ankle fracture , Unknown Injury ,",2018,,,,,,,,,,
84,Fernando Llorente,https://www.transfermarkt.com/fernando-llorente/profil/spieler/35564,72.0,"Fractured Arm ,",2018,8.0,"Corona virus ,",42.0,"Corona virus , Back trouble ,",,,,,,
85,Sergio Romero,https://www.transfermarkt.com/sergio-romero/profil/spieler/30690,165.0,"Knee Injury , Knee Injury , Knock , Minor Knock ,",2018,12.0,"Muscular problems ,",,,,,,,,
86,Lee Grant,https://www.transfermarkt.com/lee-grant/profil/spieler/13460,50.0,"Wirst Injury ,",2018,,,274.0,"Knock , Wirst Injury ,",,,,,,
87,Eric Bailly,https://www.transfermarkt.com/eric-bailly/profil/spieler/286384,242.0,"Ankle Injury , Knock , Ankle Injury , Knock ,",2018,130.0,"Dead Leg , Thigh Problems , Ankle Injury , Corona virus , Knock ,",174.0,"Dead Leg , Thigh Problems ,",136.0,"Corona virus , Knock , Knock , Knock , Muscle Injury , Corona virus , Knock , Knock , Knock ,",26.0,"Ankle Injury , Ankle Injury ,",,
88,Phil Jones,https://www.transfermarkt.com/phil-jones/profil/spieler/117996,142.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",2018,124.0,"Knee Injury , Knock , Knock , Ill , Hamstring Injury , Hamstring Injury ,",954.0,"Knee Injury , Knock , Knock , Ill ,",,,,,,
89,Marcos Rojo,https://www.transfermarkt.com/marcos-rojo/profil/spieler/93176,12.0,"Head Injury , Head Injury ,",2018,446.0,"Disrupted Calf Muscle , Torn muscle bundle , Fitness , Ruptured cruciate ligament , Calf Problems , Torn muscle bundle , Thigh Problems , Quarantine ,",,,,,,,,
90,Diogo Dalot,https://www.transfermarkt.com/diogo-dalot/profil/spieler/357147,124.0,"Meniscal Injury ,",2018,50.0,"Hamstring Injury , Groin Injury ,",264.0,"Hamstring Injury , Groin Injury , Knock , Hip Injury , Knock , Unknown Injury ,",,,,,44.0,"Hamstring Injury , Hamstring Injury ,"
91,Antonio Valencia,https://www.transfermarkt.com/antonio-valencia/profil/spieler/33544,32.0,"Hamstring Injury , Minor Knock , Rest ,",2018,,,,,,,,,,
92,Paul Pogba,https://www.transfermarkt.com/paul-pogba/profil/spieler/122153,126.0,"Thigh muscle rupture , Thigh muscle rupture ,",2018,58.0,"Unknown Injury , Hamstring Injury , Tear in the abductor muscle , Groin Strain ,",299.0,"Unknown Injury , Hamstring Injury , Tear in the abductor muscle , Groin Strain , Thigh Muscle Strain ,",77.0,"Hamstring Injury , Ankle Injury , Corona virus ,",122.0,"Calf Injury , Hamstring Injury ,",364.0,"Hamstring Injury , Tear in the abductor muscle , Groin Strain , Thigh Muscle Strain , Knee Surgery , Meniscal Injury ,"
93,Ander Herrera,https://www.transfermarkt.com/ander-herrera/profil/spieler/99343,74.0,"Thigh Problems , Thigh Problems ,",2018,134.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury , Tear in the abductor muscle , Hamstring contusion , Knock ,",130.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",41.0,"Hamstring contusion , Knock , Corona virus ,",,,105.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury , Tear in the abductor muscle , Hamstring Injury ,"
94,Marouane Fellaini,https://www.transfermarkt.com/marouane-fellaini/profil/spieler/39679,152.0,"Muscle Injury , Knee Injury , Knee Injury , Knee Injury , Rest , Knock ,",2018,,,,,,,,,,
95,Andreas Pereira,https://www.transfermarkt.com/andreas-pereira/profil/spieler/203394,63.0,"Muscle Injury , Achilles tendon problems ,",2018,,,,,12.0,"Fever , Fever ,",,,29.0,"Ankle Injury ,"
96,Romelu Lukaku,https://www.transfermarkt.com/romelu-lukaku/profil/spieler/96341,24.0,"Ankle Injury , Head Injury ,",2018,58.0,"Knee inflammation , Biceps femoris muscle injury , Hamstring Injury ,",14.0,"Knee inflammation , Biceps femoris muscle injury ,",11.0,"Contracture , Tear in the abductor muscle ,",94.0,"Ankle Injury , Corona virus , Sprain , Ankle Injury ,",184.0,"Knee inflammation , Biceps femoris muscle injury , Hamstring Injury , Knee inflammation , Biceps femoris muscle injury , Hamstring Injury ,"
97,Anthony Martial,https://www.transfermarkt.com/anthony-martial/profil/spieler/182877,14.0,"Thigh Problems ,",2018,69.0,"Hip Injury , Unknown Injury , Back Injury , Achilles Irritation , Hamstring Injury , Muscle Injury ,",74.0,"Hip Injury , Unknown Injury , Back Injury ,",135.0,"Ruptured knee ligament , Hip Injury ,",39.0,"Muscle Injury , Knee Injury , Fitness ,",123.0,"Hip Injury , Unknown Injury , Back Injury , Achilles Irritation , Hamstring Injury ,"
98,Alexis Sánchez,https://www.transfermarkt.com/alexis-sanchez/profil/spieler/40433,19.0,"Abdominal Strain , Influenza ,",2018,139.0,"Muscular problems , Muscular problems , Calf Injury , Ankle problems , Adductor problems , Unknown Injury ,",84.0,"Muscular problems ,",72.0,"Calf Injury , Ankle problems , Adductor problems , Unknown Injury , Calf Injury ,",106.0,"Muscular problems , Muscular problems , Muscular problems , Muscular problems ,",,
99,Bernd Leno,https://www.transfermarkt.com/bernd-leno/profil/spieler/72476,3.0,"Stretched Ligament ,",2018,35.0,"Stretched Ligament ,",67.0,"Stretched Ligament ,",,,,,,
100,David Ospina,https://www.transfermarkt.com/david-ospina/profil/spieler/73396,31.0,"Shoulder Injury , groin strain ,",2018,29.0,"Elbow Injury , Influenza ,",12.0,"Elbow Injury , Influenza , Abdominal Influenza ,",48.0,"Muscle Injury , Finger Injury , Adductor problems , Muscular problems ,",,,,
101,Shkodran Mustafi,https://www.transfermarkt.com/shkodran-mustafi/profil/spieler/88590,60.0,"Thigh Muscle Strain , Hamstring Injury ,",2018,30.0,"Muscle Injury , Muscle Injury ,",18.0,"Muscle Injury , Muscle Injury , Hamstring Injury ,",106.0,"Muscular problems , Quarantine , Muscle Injury ,",,,,
102,Sokratis Papastathopoulos,https://www.transfermarkt.com/sokratis-papastathopoulos/profil/spieler/34322,10.0,"Fractured Rib , Ankle problems , Foot Injury , Gastric problems , Knock ,",2018,49.0,"Biceps femoris muscle injury , Contracture , Muscular problems , Muscular problems ,",,,,,,,,
103,Sead Kolasinac,https://www.transfermarkt.com/sead-kolasinac/profil/spieler/94005,10.0,"Ankle problems ,",2018,75.0,"Adductor problems , Knock , Ankle Injury ,",170.0,"Adductor problems , Knock , Ankle Injury , Knock ,",50.0,"Knock , Corona virus , Knock , Corona virus ,",112.0,"Ankle Injury , Ankle Injury ,",78.0,"Adductor problems , Knock , Adductor problems , Knock ,"
104,Laurent Koscielny,https://www.transfermarkt.com/laurent-koscielny/profil/spieler/76277,223.0,"Achilles tendon rupture , Knock , Achilles tendon problems ,",2018,42.0,"Tendon crack , Strain , Groin Strain , Foot Injury , Knee Injury ,",,,83.0,"Tendon crack , Strain , Groin Strain ,",,,,
105,Julio Pleguezuelo,https://www.transfermarkt.com/julio-pleguezuelo/profil/spieler/251885,56.0,"Tear in the abductor muscle ,",2018,,,,,,,,,,
106,Nacho Monreal,https://www.transfermarkt.com/nacho-monreal/profil/spieler/43003,39.0,"Knock , Ankle Injury ,",2018,140.0,"Knee Injury , Hamstring Injury , Hamstring Injury , Muscle Injury , Calf Injury ,",42.0,"Knee Injury , Hamstring Injury ,",50.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",,,,
107,Calum Chambers,https://www.transfermarkt.com/calum-chambers/profil/spieler/215118,58.0,"Hip Injury ,",2018,22.0,"Cruciate Ligament Rupture , Knock ,",630.0,"Cruciate Ligament Rupture , Knock ,",,,,,,
108,Carl Jenkinson,https://www.transfermarkt.com/carl-jenkinson/profil/spieler/126321,292.0,"Shoulder Injury , Shoulder Injury ,",2018,,,,,,,,,,
109,Stephan Lichtsteiner,https://www.transfermarkt.com/stephan-lichtsteiner/profil/spieler/2865,23.0,"Muscular problems , Muscular problems ,",2018,43.0,"Knee Injury , Back Injury , Hamstring Injury ,",,,,,,,,
110,Granit Xhaka,https://www.transfermarkt.com/granit-xhaka/profil/spieler/111455,9.0,"Bruised Knee , Flu ,",2018,46.0,"Medial Collateral Ligament Injury , Ankle Injury , Concussion ,",39.0,"Medial Collateral Ligament Injury , Ankle Injury , Concussion , Back Injury , Bruised Rib ,",,,138.0,"Medial Collateral Ligament Injury , Medial Collateral Ligament Injury ,",,
111,Mohamed Elneny,https://www.transfermarkt.com/mohamed-elneny/profil/spieler/160438,20.0,"Ankle Injury ,",2018,,,,,24.0,"Virus Infection , Virus Infection ,",,,626.0,"Knee Injury , Thigh Problems , Knee Injury , Thigh Problems ,"
112,Aaron Ramsey,https://www.transfermarkt.com/aaron-ramsey/profil/spieler/50057,88.0,"Groin Injury , Hamstring Injury , Groin Injury , Hamstring Injury ,",2018,184.0,"Corona virus , Muscular problems , Muscle Fatigue , Muscular problems , Muscular problems , Thigh Problems , Muscular problems ,",57.0,"Corona virus , Muscular problems , Muscle Fatigue , Muscular problems , Muscular problems ,",115.0,"Thigh Problems , Muscular problems , Muscle Injury , Muscle Injury , Thigh Problems , Muscular problems , Muscle Injury ,",188.0,"Corona virus , Muscular problems , Muscle Fatigue , Muscular problems , Muscular problems , Corona virus , Muscular problems , Muscle Fatigue , Muscular problems , Muscular problems ,",,
113,Henrikh Mkhitaryan,https://www.transfermarkt.com/henrikh-mkhitaryan/profil/spieler/55735,23.0,"Knee Injury ,",2018,70.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury ,",85.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury ,",66.0,"Disrupted Calf Muscle , Muscular problems , Disrupted Calf Muscle ,",62.0,"Hamstring Injury , Corona virus , Hamstring Injury , Corona virus ,",78.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,"
114,Mesut Özil,https://www.transfermarkt.com/mesut-ozil/profil/spieler/35664,53.0,"Knee Problems , Back Injury , Knee inflammation , Ankle problems ,",2018,61.0,"Unknown Injury , Fitness , Back trouble , Influenza ,",,,,,,,,
115,Denis Suárez,https://www.transfermarkt.com/denis-suarez/profil/spieler/165007,22.0,"Tear in the abductor muscle ,",2018,110.0,"Quarantine , Hamstring Injury ,",204.0,"Quarantine , Hamstring Injury , Ankle Injury , Ankle problems , Ankle Injury , Groin Injury ,",16.0,"Quarantine , Quarantine ,",,,,
116,Takuma Asano,https://www.transfermarkt.com/takuma-asano/profil/spieler/245744,7.0,"Cold ,",2018,,,,,,,106.0,"Quarantine , Pulled hamstring at the adductors , Quarantine , Pulled hamstring at the adductors ,",126.0,"Ruptured intraarticular ligament initiation in knee , Ruptured intraarticular ligament initiation in knee ,"
117,Alexandre Lacazette,https://www.transfermarkt.com/alexandre-lacazette/profil/spieler/93720,44.0,"Knee Injury ,",2018,19.0,"Corona virus ,",48.0,"Corona virus ,",1.0,"Head Injury ,",28.0,"Corona virus , Ill ,",,
118,Pierre-Emerick Aubameyang,https://www.transfermarkt.com/pierre-emerick-aubameyang/profil/spieler/58864,10.0,"Rest , Hip problems , Hip problems , Hip problems , Hip problems , Muscular problems , Cold ,",2018,35.0,"Head Injury , Heart Condition , Corona virus ,",11.0,"Head Injury ,",43.0,"Malaria , Knock , Calf Injury ,",42.0,"Heart Condition , Corona virus , Corona virus ,",7.0,"Head Injury ,"
119,Danny Welbeck,https://www.transfermarkt.com/danny-welbeck/profil/spieler/67063,57.0,"Groin Strain , Hip Injury ,",2018,203.0,"Calf Injury ,",103.0,"Calf Injury ,",42.0,"Knee Problems , Bruise ,",246.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,",24.0,"Calf Injury , Unknown Injury , Calf Injury , Unknown Injury ,"
120,Maarten Stekelenburg,https://www.transfermarkt.com/maarten-stekelenburg/profil/spieler/4311,416.0,"Groin Injury , Groin Injury ,",2018,,,,,,,,,,
121,Michael Keane,https://www.transfermarkt.com/michael-keane/profil/spieler/118534,8.0,"Cut ,",2018,36.0,"Neck Injury , Ill ,",6.0,"Neck Injury , Ill ,",,,,,,
122,Yerry Mina,https://www.transfermarkt.com/yerry-mina/profil/spieler/289446,70.0,"Metatarsal Fracture ,",2018,158.0,"Fitness , Ankle Injury , Hamstring Injury ,",54.0,"Fitness , Ankle Injury , Hamstring Injury , Thigh Problems ,",83.0,"Calf Injury , Muscle Injury ,",101.0,"Hamstring Injury , Thigh Problems ,",86.0,"Ankle Injury ,"
123,Mason Holgate,https://www.transfermarkt.com/mason-holgate/profil/spieler/348623,54.0,"Ankle Injury ,",2018,17.0,"Knee Injury ,",8.0,"Knee Injury ,",49.0,"Ankle Injury ,",,,,
124,Cuco Martina,https://www.transfermarkt.com/cuco-martina/profil/spieler/91251,16.0,"Concussion ,",2018,,,,,,,,,,
125,Phil Jagielka,https://www.transfermarkt.com/phil-jagielka/profil/spieler/13520,23.0,"Thigh Problems ,",2018,314.0,"Ankle Injury , Knock , Knock , Knee Injury , Thigh Problems , Thigh Muscle Strain ,",2.0,"Ankle Injury , Knock ,",,,,,,
126,Lucas Digne,https://www.transfermarkt.com/lucas-digne/profil/spieler/126664,24.0,"Hamstring Injury , Finger Injury ,",2018,20.0,"Shoulder Injury , Ankle Injury , Shoulder Injury ,",33.0,"Shoulder Injury , Ankle Injury ,",46.0,"Ankle Injury ,",23.0,"Shoulder Injury , Hamstring Injury ,",60.0,"Shoulder Injury , Ankle Injury ,"
127,Leighton Baines,https://www.transfermarkt.com/leighton-baines/profil/spieler/13507,188.0,"Calf Injury , Calf Injury ,",2018,,,,,,,,,,
128,Seamus Coleman,https://www.transfermarkt.com/seamus-coleman/profil/spieler/68390,21.0,"Thigh Muscle Strain ,",2018,106.0,"Knee Injury , Hamstring Injury , Muscle Injury , Muscle Injury ,",248.0,"Knee Injury , Hamstring Injury , Muscle Injury , Muscle Injury ,",118.0,"Muscle Injury , Muscle Injury , Muscle Injury , Muscle Injury ,",56.0,"Hamstring Injury , Hamstring Injury ,",294.0,"Knee Injury , Knee Injury ,"
129,Morgan Schneiderlin,https://www.transfermarkt.com/morgan-schneiderlin/profil/spieler/56818,8.0,"Toe Injury ,",2018,58.0,"Calf Injury , Calf Injury , Knee Injury ,",213.0,"Calf Injury , Calf Injury , Knee Injury ,",21.0,"Calf Injury ,",,,,
130,André Gomes,https://www.transfermarkt.com/andre-gomes/profil/spieler/221025,39.0,"Gastric problems , Hamstring Injury , Abdominal Influenza ,",2018,98.0,"Calf Injury , Bruise , Bruise ,",321.0,"Calf Injury , Bruise , Bruise , Ankle Injury , Bruised Rib , Ankle Injury , Bruise ,",38.0,"Bruise , Bruise ,",150.0,"Calf Injury , Calf Injury ,",,
131,James McCarthy,https://www.transfermarkt.com/james-mccarthy/profil/spieler/45333,1004.0,"Tibia and Fibula Fracture , Hamstring Injury , Knee Injury , Tibia and Fibula Fracture , Hamstring Injury , Knee Injury ,",2018,,,,,,,,,,
132,Gylfi Sigurdsson,https://www.transfermarkt.com/gylfi-sigurdsson/profil/spieler/90466,164.0,"Knee Injury , Knee Injury ,",2018,,,62.0,"Groin Injury , Knock , Knee Injury , Hamstring Injury ,",,,,,,
133,Bernard,https://www.transfermarkt.com/bernard/profil/spieler/175169,115.0,"Shoulder Injury , Arm Injury ,",2018,35.0,"Knee Injury , Knee Injury ,",45.0,"Knee Injury , Knee Injury , Ill ,",,,,,,
134,Henry Onyekuru,https://www.transfermarkt.com/henry-onyekuru/profil/spieler/380415,120.0,"Medial Collateral Ligament Knee Injury ,",2018,15.0,"Unknown Injury ,",44.0,"Unknown Injury , Unknown Injury ,",,,,,,
135,Dominic Calvert-Lewin,https://www.transfermarkt.com/dominic-calvert-lewin/profil/spieler/306024,68.0,"Back Injury ,",2018,26.0,"Cheekbone Fracture ,",,,32.0,"Hamstring Injury , Muscle Injury ,",125.0,"Fractured Toe ,",256.0,"Hamstring Injury , Hamstring Injury , Knee Injury , Hamstring Injury ,"
136,Sandro Ramírez,https://www.transfermarkt.com/sandro-ramirez/profil/spieler/199369,11.0,"Heel Bone Injury ,",2018,53.0,"Muscular problems , Muscle Injury , Muscle Injury , Leg Injury ,",70.0,"Muscular problems , Muscle Injury , Muscle Injury ,",64.0,"Muscle Injury , Muscle Injury ,",,,,
137,Kasper Schmeichel,https://www.transfermarkt.com/kasper-schmeichel/profil/spieler/16911,29.0,"Ankle Injury ,",2018,,,,,,,,,,
138,Danny Ward,https://www.transfermarkt.com/danny-ward/profil/spieler/203026,77.0,"Back Injury ,",2018,8.0,"Knee Surgery , Knock ,",,,,,92.0,"Knee Surgery , Knee Surgery ,",,
139,Caglar Söyüncü,https://www.transfermarkt.com/caglar-soyuncu/profil/spieler/320141,7.0,"Muscular problems , Bruise ,",2018,32.0,"Muscle Injury ,",92.0,"Muscle Injury ,",190.0,"Corona virus , Tear in the abductor muscle , Corona virus , Tear in the abductor muscle ,",46.0,"Hamstring Injury , Hamstring Injury ,",158.0,"Muscle Injury , Bruised Knee , Muscle Injury , Bruised Knee ,"
140,Jonny Evans,https://www.transfermarkt.com/jonny-evans/profil/spieler/42412,62.0,"Thigh Problems , Thigh Problems ,",2018,31.0,"Calf Injury , Calf Problems , Hamstring Injury , Foot Injury ,",17.0,"Calf Injury , Calf Problems ,",37.0,"Muscle Injury , Knock , Back Injury , Knock , Thigh Muscle Strain ,",149.0,"Hamstring Injury , Foot Injury ,",170.0,"Calf Injury , Calf Problems ,"
141,Daniel Amartey,https://www.transfermarkt.com/daniel-amartey/profil/spieler/214056,72.0,"Hamstring Injury ,",2018,330.0,"Hamstring Injury ,",534.0,"Hamstring Injury , Ankle Injury ,",75.0,"Hamstring Injury ,",,,,
142,Wes Morgan,https://www.transfermarkt.com/wes-morgan/profil/spieler/10003,45.0,"Hamstring contusion ,",2018,15.0,"Back Injury ,",45.0,"Back Injury , Thigh Muscle Strain , Ill ,",,,,,,
143,Ben Chilwell,https://www.transfermarkt.com/ben-chilwell/profil/spieler/316125,59.0,"Ankle Injury ,",2018,24.0,"Hamstring Injury , Hamstring Injury ,",31.0,"Hamstring Injury , Hamstring Injury , Ruptured cruciate ligament ,",168.0,"Quarantine , Foot Injury , Quarantine , Foot Injury ,",356.0,"Ruptured cruciate ligament , Ruptured cruciate ligament ,",234.0,"Hamstring Injury , Hamstring Injury , Hamstring Injury , Hamstring Injury ,"
144,Christian Fuchs,https://www.transfermarkt.com/christian-fuchs/profil/spieler/6636,9.0,"Eye Injury ,",2018,,,,,,,,,,
145,Ricardo Pereira,https://www.transfermarkt.com/ricardo-pereira/profil/spieler/215876,31.0,"Thigh Muscle Strain , Muscle Injury ,",2018,,,310.0,"Achilles tendon rupture ,",,,22.0,"Hamstring Injury ,",,
146,Danny Simpson,https://www.transfermarkt.com/danny-simpson/profil/spieler/37442,38.0,"Achilles tendon problems , Hamstring Injury ,",2018,,,,,,,,,,
147,Wilfred Ndidi,https://www.transfermarkt.com/wilfred-ndidi/profil/spieler/274839,31.0,"Hamstring Injury ,",2018,3.0,"Knee Injury ,",42.0,"Knee Injury , Thigh Muscle Strain , Tear in the abductor muscle ,",168.0,"Thigh Muscle Strain , Tear in the abductor muscle , Thigh Muscle Strain , Tear in the abductor muscle ,",148.0,"Knee Injury , Knee Injury ,",,
148,Vicente Iborra,https://www.transfermarkt.com/vicente-iborra/profil/spieler/65467,66.0,"Hamstring Injury , Hamstring Injury ,",2018,,,,,182.0,"Cruciate Ligament Rupture ,",,,,
149,Youri Tielemans,https://www.transfermarkt.com/youri-tielemans/profil/spieler/249565,49.0,"Meniscal Injury ,",2018,,,,,,,60.0,"Calf Injury , Calf Injury ,",86.0,"Torn Ankle Ligament , Torn Ankle Ligament ,"
150,Adrien Silva,https://www.transfermarkt.com/adrien-silva/profil/spieler/56810,6.0,"Fractured Rib ,",2018,,,6.0,"Bruised Knee ,",20.0,"Bruised Knee , Bruised Knee ,",,,,
151,Bartosz Kapustka,https://www.transfermarkt.com/bartosz-kapustka/profil/spieler/246579,27.0,"Ill , Fitness ,",2018,274.0,"Edema in the knee ,",,,,,,,,
152,Matty James,https://www.transfermarkt.com/matty-james/profil/spieler/73522,412.0,"Achilles tendon problems , Achilles tendon problems ,",2018,660.0,"Achilles tendon problems , Achilles tendon problems ,",,,,,,,,
153,Rachid Ghezzal,https://www.transfermarkt.com/rachid-ghezzal/profil/spieler/118287,18.0,"Hamstring Injury ,",2018,15.0,"Unknown Injury ,",,,,,,,,
154,Kelechi Iheanacho,https://www.transfermarkt.com/kelechi-iheanacho/profil/spieler/295330,4.0,"Fractured Finger ,",2018,,,4.0,"Head Injury ,",,,,,,
155,Islam Slimani,https://www.transfermarkt.com/islam-slimani/profil/spieler/174915,39.0,"Thigh Muscle Strain ,",2018,14.0,"Thigh Problems ,",74.0,"Thigh Problems , Bruised Ankle , Muscle Injury , Tear in the abductor muscle , Muscle Fatigue , Unknown Injury ,",,,30.0,"Bruised Ankle , Bruised Ankle ,",,
156,Shinji Okazaki,https://www.transfermarkt.com/shinji-okazaki/profil/spieler/79642,198.0,"Muscular problems , Ankle Injury , Muscular problems , Ankle Injury ,",2018,,,,,,,,,,
157,Issa Diop,https://www.transfermarkt.com/issa-diop/profil/spieler/272622,35.0,"Back Injury ,",2018,,,,,38.0,"Head Injury , Bruise , Corona virus ,",28.0,"Ankle Injury , Ankle Injury ,",,
158,Edimilson Fernandes,https://www.transfermarkt.com/edimilson-fernandes/profil/spieler/247555,144.0,"Injury to the ankle , Sprained Ankle ,",2018,123.0,"Ankle problems , Minor Knock ,",45.0,"Ankle problems ,",148.0,"Ankle Injury , Corona virus , Fitness , Corona virus , Ankle Injury , Corona virus ,",62.0,"Minor Knock , Influenza , Minor Knock , Influenza ,",6.0,"Ankle problems , Ankle problems ,"
159,Winston Reid,https://www.transfermarkt.com/winston-reid/profil/spieler/37526,535.0,"Knee Injury , Tonsillitis , groin strain , Calf Strain ,",2018,316.0,"Knock , Knee Injury ,",152.0,"Knock , Knee Injury , Knee Injury , Knee Injury ,",,,,,,
160,Reece Oxford,https://www.transfermarkt.com/reece-oxford/profil/spieler/314295,80.0,"Torn Muscle Fibre , Distortion of the ankle , Ankle problems ,",2018,14.0,"Muscular problems ,",31.0,"Muscular problems , Fitness ,",,,59.0,"Muscular problems , Meniscal Injury ,",555.0,"Muscular problems , Fitness , Calf Problems , Knee Surgery , Muscular problems , Fitness ,"
161,Sam Byram,https://www.transfermarkt.com/sam-byram/profil/spieler/236953,236.0,"Ankle Injury , Thigh Muscle Strain ,",2018,222.0,"Hamstring Injury ,",,,,,,,,
162,Ryan Fredericks,https://www.transfermarkt.com/ryan-fredericks/profil/spieler/140191,7.0,"Muscular problems ,",2018,86.0,"Knock , Virus Infection ,",148.0,"Knock , Virus Infection , Groin Injury , Strain ,",66.0,"Virus Infection , Groin Injury , Strain ,",,,49.0,"Knock ,"
163,Pedro Obiang,https://www.transfermarkt.com/pedro-obiang/profil/spieler/101213,248.0,"Knee Injury , Muscular problems , Knee Injury , Muscular problems ,",2018,52.0,"Unknown Injury , Unknown Injury ,",56.0,"Unknown Injury , Unknown Injury ,",,,648.0,"Unknown Injury , Unknown Injury ,",,
164,Mark Noble,https://www.transfermarkt.com/mark-noble/profil/spieler/31835,15.0,"Hamstring Injury ,",2018,11.0,"Chest injury ,",40.0,"Chest injury , Ankle Injury , Hamstring Injury , Ankle Injury , Ankle Injury ,",80.0,"Chest injury , Ankle Injury , Chest injury , Ankle Injury ,",,,,
165,Manuel Lanzini,https://www.transfermarkt.com/manuel-lanzini/profil/spieler/135853,90.0,"Hamstring Injury , Knee Injury , Knee Injury ,",2018,283.0,"Groin Injury , Knock ,",55.0,"Groin Injury , Knock ,",89.0,"Groin Injury , Knock , Strain , Strain , Groin Injury , Knock , Strain ,",,,,
